rownames	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	geneid	species
Ssus11-TMSB4X.10	1.28E-57	0.859251042	1	0.996	1.97E-53	12	Ssus11-TMSB4X	TMSB4X	Suss11
Ssus11-PDLIM7.8	3.75E-57	0.902656288	0.954	0.745	5.78E-53	12	Ssus11-PDLIM7	PDLIM7	Suss11
Ssus11-DHRS3.8	3.95E-57	0.827301318	0.895	0.45	6.08E-53	12	Ssus11-DHRS3	DHRS3	Suss11
Ssus11-ANXA5.8	5.36E-57	0.831736047	0.983	0.894	8.25E-53	12	Ssus11-ANXA5	ANXA5	Suss11
Ssus11-RASL12	7.11E-57	0.46990683	0.437	0.108	1.10E-52	12	Ssus11-RASL12	RASL12	Suss11
Ssus11-CST3.8	2.21E-56	0.994139817	1	0.995	3.40E-52	12	Ssus11-CST3	CST3	Suss11
Ssus11-DSTN.2	4.47E-56	0.844000943	0.794	0.372	6.88E-52	12	Ssus11-DSTN	DSTN	Suss11
Ssus11-COL15A1.9	5.48E-56	0.836130664	0.87	0.447	8.44E-52	12	Ssus11-COL15A1	COL15A1	Suss11
Ssus11-CAVIN3.6	5.61E-56	0.907149719	0.895	0.55	8.65E-52	12	Ssus11-CAVIN3	CAVIN3	Suss11
Ssus11-POSTN.10	1.11E-55	1.098538084	0.975	0.913	1.71E-51	12	Ssus11-POSTN	POSTN	Suss11
Ssus11-DDIT4.5	2.29E-55	0.958479214	0.676	0.282	3.53E-51	12	Ssus11-DDIT4	DDIT4	Suss11
Ssus11-THBS2.10	2.95E-55	1.034497228	0.966	0.779	4.54E-51	12	Ssus11-THBS2	THBS2	Suss11
Ssus11-MEGF6.1	5.37E-55	0.512714718	0.479	0.131	8.28E-51	12	Ssus11-MEGF6	MEGF6	Suss11
Ssus11-COL5A1.8	1.94E-54	0.826566775	0.996	0.907	2.99E-50	12	Ssus11-COL5A1	COL5A1	Suss11
Ssus11-WFDC1.2	2.54E-54	0.797123372	0.731	0.312	3.91E-50	12	Ssus11-WFDC1	WFDC1	Suss11
Ssus11-COL4A2.7	5.87E-54	0.786047253	1	0.961	9.04E-50	12	Ssus11-COL4A2	COL4A2	Suss11
Ssus11-MYL2.12	6.15E-53	-3.877324064	0.479	0.796	9.47E-49	12	Ssus11-MYL2	MYL2	Suss11
Ssus11-ENSSSCG00000013400.1	8.86E-53	0.714315471	0.651	0.256	1.36E-48	12	Ssus11-ENSSSCG00000013400	ENSSSCG00000013400	Suss11
Ssus11-TNNT2.11	2.19E-52	-2.865176218	0.269	0.717	3.37E-48	12	Ssus11-TNNT2	TNNT2	Suss11
Ssus11-ENSSSCG00000035675	2.23E-52	0.544411836	0.471	0.134	3.43E-48	12	Ssus11-ENSSSCG00000035675	ENSSSCG00000035675	Suss11
Ssus11-CAMK1	3.22E-52	0.509967041	0.496	0.145	4.96E-48	12	Ssus11-CAMK1	CAMK1	Suss11
Ssus11-ADARB1	7.84E-51	0.533873439	0.412	0.107	1.21E-46	12	Ssus11-ADARB1	ADARB1	Suss11
Ssus11-ZYX.7	1.63E-50	0.81972643	0.916	0.645	2.50E-46	12	Ssus11-ZYX	ZYX	Suss11
Ssus11-ENSSSCG00000039926.6	2.87E-50	0.965508538	0.903	0.675	4.42E-46	12	Ssus11-ENSSSCG00000039926	ENSSSCG00000039926	Suss11
Ssus11-HAVCR2	3.69E-50	0.260428064	0.218	0.033	5.68E-46	12	Ssus11-HAVCR2	HAVCR2	Suss11
Ssus11-VCAN.8	1.41E-49	0.767298869	0.882	0.492	2.18E-45	12	Ssus11-VCAN	VCAN	Suss11
Ssus11-WIF1	2.90E-49	0.388614699	0.118	0.01	4.47E-45	12	Ssus11-WIF1	WIF1	Suss11
Ssus11-CCN2.8	5.71E-49	0.844745732	0.971	0.805	8.79E-45	12	Ssus11-CCN2	CCN2	Suss11
Ssus11-CD151.5	1.72E-48	0.855694583	0.954	0.76	2.66E-44	12	Ssus11-CD151	CD151	Suss11
Ssus11-CALU.4	4.28E-48	0.769668805	0.903	0.654	6.59E-44	12	Ssus11-CALU	CALU	Suss11
Ssus11-ITGA11.2	1.34E-47	0.582892789	0.542	0.186	2.07E-43	12	Ssus11-ITGA11	ITGA11	Suss11
Ssus11-CTSZ.9	1.76E-47	0.879901137	0.916	0.679	2.70E-43	12	Ssus11-CTSZ	CTSZ	Suss11
Ssus11-CNN2.6	3.46E-47	0.729110657	0.685	0.292	5.33E-43	12	Ssus11-CNN2	CNN2	Suss11
Ssus11-MYH7.10	3.47E-47	-3.697905972	0.634	0.834	5.34E-43	12	Ssus11-MYH7	MYH7	Suss11
Ssus11-ANGPTL2.6	3.70E-47	0.957210426	0.819	0.514	5.69E-43	12	Ssus11-ANGPTL2	ANGPTL2	Suss11
Ssus11-ADAMTS1.8	7.42E-47	0.67944913	0.66	0.255	1.14E-42	12	Ssus11-ADAMTS1	ADAMTS1	Suss11
Ssus11-PLS3.2	9.91E-47	0.62232485	0.706	0.301	1.53E-42	12	Ssus11-PLS3	PLS3	Suss11
Ssus11-UROD.1	1.01E-46	0.563905509	0.584	0.209	1.55E-42	12	Ssus11-UROD	UROD	Suss11
Ssus11-PLTP.6	1.17E-46	0.772908091	0.71	0.326	1.80E-42	12	Ssus11-PLTP	PLTP	Suss11
Ssus11-AFAP1	1.49E-46	0.430762839	0.441	0.127	2.30E-42	12	Ssus11-AFAP1	AFAP1	Suss11
Ssus11-C3.6	1.11E-45	0.93436993	0.878	0.652	1.71E-41	12	Ssus11-C3	C3	Suss11
GRCh38-MAGED2.3	1.13E-45	0.529006735	0.571	0.203	1.74E-41	12	GRCh38-MAGED2	MAGED2	GRCh38
Ssus11-MGP.9	1.54E-45	0.752229793	1	0.995	2.37E-41	12	Ssus11-MGP	MGP	Suss11
Ssus11-FLNB	6.08E-45	0.534402042	0.546	0.194	9.36E-41	12	Ssus11-FLNB	FLNB	Suss11
Ssus11-ANKRD1.11	6.64E-45	-2.129928889	0.164	0.615	1.02E-40	12	Ssus11-ANKRD1	ANKRD1	Suss11
Ssus11-PAWR	1.24E-44	0.323714196	0.307	0.068	1.92E-40	12	Ssus11-PAWR	PAWR	Suss11
Ssus11-ENSSSCG00000035293.6	4.70E-44	-1.872804016	0.5	0.803	7.23E-40	12	Ssus11-ENSSSCG00000035293	ENSSSCG00000035293	Suss11
Ssus11-ACTC1.10	4.91E-44	-2.285038901	0.189	0.629	7.57E-40	12	Ssus11-ACTC1	ACTC1	Suss11
Ssus11-CFL1.11	6.66E-44	0.682686983	0.987	0.823	1.03E-39	12	Ssus11-CFL1	CFL1	Suss11
Ssus11-ITGA8	1.59E-43	0.394996043	0.382	0.102	2.46E-39	12	Ssus11-ITGA8	ITGA8	Suss11
Ssus11-ARPC5.9	3.12E-43	0.68871806	0.87	0.49	4.81E-39	12	Ssus11-ARPC5	ARPC5	Suss11
Ssus11-P4HB.5	3.56E-43	0.694281813	0.954	0.834	5.48E-39	12	Ssus11-P4HB	P4HB	Suss11
Ssus11-TCAP.12	4.94E-43	-2.015663997	0.126	0.581	7.60E-39	12	Ssus11-TCAP	TCAP	Suss11
Ssus11-ADAM12.5	7.06E-43	0.694600606	0.697	0.325	1.09E-38	12	Ssus11-ADAM12	ADAM12	Suss11
Ssus11-SLC2A5.3	1.12E-42	0.468053691	0.471	0.148	1.72E-38	12	Ssus11-SLC2A5	SLC2A5	Suss11
Ssus11-ENSSSCG00000010190.10	1.14E-42	-3.496828118	0.538	0.783	1.76E-38	12	Ssus11-ENSSSCG00000010190	ENSSSCG00000010190	Suss11
Ssus11-LTBP1.2	1.16E-42	0.67342406	0.685	0.311	1.79E-38	12	Ssus11-LTBP1	LTBP1	Suss11
Ssus11-ENSSSCG00000017164.10	1.46E-42	0.697300641	1	0.893	2.24E-38	12	Ssus11-ENSSSCG00000017164	ENSSSCG00000017164	Suss11
Ssus11-COL1A1.9	2.45E-42	0.71317755	1	0.984	3.77E-38	12	Ssus11-COL1A1	COL1A1	Suss11
Ssus11-PDIA3.5	2.77E-42	0.706311421	0.84	0.503	4.26E-38	12	Ssus11-PDIA3	PDIA3	Suss11
Ssus11-GPX1.9	7.51E-42	0.702402513	0.979	0.948	1.16E-37	12	Ssus11-GPX1	GPX1	Suss11
Ssus11-CSRP2.6	2.44E-41	0.686219541	0.845	0.474	3.75E-37	12	Ssus11-CSRP2	CSRP2	Suss11
Ssus11-MYL12A.5	3.87E-41	0.6456451	0.979	0.886	5.96E-37	12	Ssus11-MYL12A	MYL12A	Suss11
Ssus11-TLN1.6	5.24E-41	0.667041951	0.845	0.513	8.07E-37	12	Ssus11-TLN1	TLN1	Suss11
Ssus11-ENO1.10	5.51E-41	0.808353003	0.937	0.787	8.48E-37	12	Ssus11-ENO1	ENO1	Suss11
Ssus11-FBLIM1	6.37E-41	0.533182569	0.546	0.204	9.81E-37	12	Ssus11-FBLIM1	FBLIM1	Suss11
Ssus11-CPSF6.9	8.20E-41	0.800885257	0.765	0.366	1.26E-36	12	Ssus11-CPSF6	CPSF6	Suss11
Ssus11-ENSSSCG00000003253.1	1.21E-40	0.564367569	0.622	0.261	1.87E-36	12	Ssus11-ENSSSCG00000003253	ENSSSCG00000003253	Suss11
Ssus11-LASP1.4	1.44E-40	0.568177018	0.639	0.266	2.21E-36	12	Ssus11-LASP1	LASP1	Suss11
Ssus11-PLOD2.2	7.39E-40	0.550494127	0.601	0.24	1.14E-35	12	Ssus11-PLOD2	PLOD2	Suss11
Ssus11-CSRP3.11	1.09E-39	-1.689365921	0.042	0.49	1.68E-35	12	Ssus11-CSRP3	CSRP3	Suss11
Ssus11-ARPC1B.4	1.25E-39	0.705674936	0.744	0.394	1.93E-35	12	Ssus11-ARPC1B	ARPC1B	Suss11
Ssus11-MYOZ2.11	1.57E-39	-2.057448751	0.097	0.537	2.42E-35	12	Ssus11-MYOZ2	MYOZ2	Suss11
Ssus11-ZBTB1	1.61E-39	0.457841618	0.437	0.139	2.48E-35	12	Ssus11-ZBTB1	ZBTB1	Suss11
Ssus11-TMSB10.11	3.58E-39	0.623774203	1	1	5.52E-35	12	Ssus11-TMSB10	TMSB10	Suss11
Ssus11-ENO3.12	5.69E-39	-1.627683429	0.101	0.534	8.77E-35	12	Ssus11-ENO3	ENO3	Suss11
Ssus11-ENSSSCG00000036812	6.53E-39	0.495512432	0.63	0.261	1.01E-34	12	Ssus11-ENSSSCG00000036812	ENSSSCG00000036812	Suss11
Ssus11-RPS2.6	4.05E-38	-0.588929737	0.996	0.995	6.25E-34	12	Ssus11-RPS2	RPS2	Suss11
Ssus11-S100A11.11	4.95E-38	0.642021476	0.992	0.921	7.63E-34	12	Ssus11-S100A11	S100A11	Suss11
Ssus11-CKM.11	8.00E-38	-2.300755547	0.151	0.562	1.23E-33	12	Ssus11-CKM	CKM	Suss11
Ssus11-NPPB.11	1.00E-37	-2.00143103	0.197	0.598	1.54E-33	12	Ssus11-NPPB	NPPB	Suss11
Ssus11-CD163.6	1.17E-37	0.87279036	0.777	0.487	1.81E-33	12	Ssus11-CD163	CD163	Suss11
Ssus11-TNNC1.11	2.23E-37	-2.666663589	0.391	0.723	3.44E-33	12	Ssus11-TNNC1	TNNC1	Suss11
Ssus11-PLAUR.1	4.80E-37	0.434760129	0.424	0.136	7.39E-33	12	Ssus11-PLAUR	PLAUR	Suss11
Ssus11-ENSSSCG00000013720.5	7.45E-37	0.576520597	0.735	0.354	1.15E-32	12	Ssus11-ENSSSCG00000013720	ENSSSCG00000013720	Suss11
Ssus11-RPLP1.5	9.67E-37	-0.503216945	1	1	1.49E-32	12	Ssus11-RPLP1	RPLP1	Suss11
Ssus11-GNAS.4	1.15E-36	0.581821531	0.664	0.317	1.77E-32	12	Ssus11-GNAS	GNAS	Suss11
Ssus11-RGS2.2	1.61E-36	0.571917336	0.639	0.288	2.48E-32	12	Ssus11-RGS2	RGS2	Suss11
Ssus11-COX3.10	2.37E-36	-1.364368684	1	1	3.65E-32	12	Ssus11-COX3	COX3	Suss11
Ssus11-ENSSSCG00000039222.3	2.70E-36	0.456716869	0.508	0.184	4.16E-32	12	Ssus11-ENSSSCG00000039222	ENSSSCG00000039222	Suss11
Ssus11-SELENOW.4	3.02E-36	0.576417644	0.794	0.42	4.66E-32	12	Ssus11-SELENOW	SELENOW	Suss11
Ssus11-RGS3.2	4.66E-36	0.575053622	0.66	0.304	7.18E-32	12	Ssus11-RGS3	RGS3	Suss11
Ssus11-KCNMB1	5.42E-36	0.268467321	0.122	0.015	8.35E-32	12	Ssus11-KCNMB1	KCNMB1	Suss11
Ssus11-COX1.10	6.06E-36	-1.831961771	1	0.999	9.34E-32	12	Ssus11-COX1	COX1	Suss11
Ssus11-CHCHD10.12	8.04E-36	-1.559137504	0.34	0.689	1.24E-31	12	Ssus11-CHCHD10	CHCHD10	Suss11
Ssus11-LAMB1.6	1.05E-35	0.630746385	0.908	0.582	1.62E-31	12	Ssus11-LAMB1	LAMB1	Suss11
Ssus11-MFAP4.11	2.10E-35	0.689798293	0.95	0.828	3.24E-31	12	Ssus11-MFAP4	MFAP4	Suss11
Ssus11-TSC22D3.10	2.95E-35	0.5906733	0.706	0.337	4.54E-31	12	Ssus11-TSC22D3	TSC22D3	Suss11
Ssus11-ANTXR1.2	4.08E-35	0.469852835	0.626	0.267	6.29E-31	12	Ssus11-ANTXR1	ANTXR1	Suss11
Ssus11-CAP1.6	4.16E-35	0.556836455	0.731	0.362	6.40E-31	12	Ssus11-CAP1	CAP1	Suss11
Ssus11-POLDIP3.3	6.02E-35	0.550403979	0.685	0.332	9.27E-31	12	Ssus11-POLDIP3	POLDIP3	Suss11
Ssus11-COX7A1.10	6.91E-35	-1.850660647	0.378	0.697	1.06E-30	12	Ssus11-COX7A1	COX7A1	Suss11
Ssus11-PARVA	9.98E-35	0.497493028	0.588	0.25	1.54E-30	12	Ssus11-PARVA	PARVA	Suss11
Ssus11-FERMT2	1.34E-34	0.520030358	0.576	0.245	2.07E-30	12	Ssus11-FERMT2	FERMT2	Suss11
Ssus11-MTSS2	2.99E-34	0.383112622	0.387	0.124	4.60E-30	12	Ssus11-MTSS2	MTSS2	Suss11
Ssus11-MMP2.7	3.30E-34	0.770818381	0.971	0.899	5.09E-30	12	Ssus11-MMP2	MMP2	Suss11
Ssus11-P4HA3	3.46E-34	0.412652041	0.408	0.134	5.33E-30	12	Ssus11-P4HA3	P4HA3	Suss11
Ssus11-SAMSN1	7.32E-34	0.370599338	0.361	0.11	1.13E-29	12	Ssus11-SAMSN1	SAMSN1	Suss11
Ssus11-CYTB.11	9.38E-34	-1.541770866	0.992	0.987	1.44E-29	12	Ssus11-CYTB	CYTB	Suss11
Ssus11-ARPC2.8	2.47E-33	0.599705432	0.798	0.47	3.81E-29	12	Ssus11-ARPC2	ARPC2	Suss11
Ssus11-SLC25A4.11	3.28E-33	-1.947815129	0.214	0.583	5.05E-29	12	Ssus11-SLC25A4	SLC25A4	Suss11
Ssus11-STK38L	3.35E-33	0.435566644	0.563	0.231	5.16E-29	12	Ssus11-STK38L	STK38L	Suss11
Ssus11-ENSSSCG00000013366.12	3.91E-33	0.703020293	0.828	0.505	6.02E-29	12	Ssus11-ENSSSCG00000013366	ENSSSCG00000013366	Suss11
Ssus11-ENSSSCG00000033457.12	3.91E-33	0.597347803	0.786	0.398	6.02E-29	12	Ssus11-ENSSSCG00000033457	ENSSSCG00000033457	Suss11
Ssus11-C1QTNF1.4	5.51E-33	0.772257949	0.723	0.384	8.48E-29	12	Ssus11-C1QTNF1	C1QTNF1	Suss11
Ssus11-ENSSSCG00000036052.11	5.78E-33	-1.722950911	0.126	0.508	8.91E-29	12	Ssus11-ENSSSCG00000036052	ENSSSCG00000036052	Suss11
Ssus11-ACTN2.11	6.16E-33	-1.530454025	0.059	0.454	9.49E-29	12	Ssus11-ACTN2	ACTN2	Suss11
Ssus11-ATP6.10	6.66E-33	-1.624815029	0.996	0.999	1.03E-28	12	Ssus11-ATP6	ATP6	Suss11
Ssus11-HMG20B.3	1.01E-32	0.546219939	0.588	0.265	1.56E-28	12	Ssus11-HMG20B	HMG20B	Suss11
Ssus11-MYBPC3.12	1.01E-32	-1.603397462	0.08	0.475	1.56E-28	12	Ssus11-MYBPC3	MYBPC3	Suss11
Ssus11-LOXL1.5	1.26E-32	0.559036291	0.761	0.412	1.94E-28	12	Ssus11-LOXL1	LOXL1	Suss11
Ssus11-MSRB3.2	1.36E-32	0.479699493	0.597	0.265	2.09E-28	12	Ssus11-MSRB3	MSRB3	Suss11
Ssus11-B3GLCT	1.73E-32	0.309104125	0.311	0.087	2.67E-28	12	Ssus11-B3GLCT	B3GLCT	Suss11
Ssus11-ENSSSCG00000037487	2.02E-32	0.450654107	0.391	0.133	3.12E-28	12	Ssus11-ENSSSCG00000037487	ENSSSCG00000037487	Suss11
Ssus11-ENSSSCG00000000576.12	2.97E-32	-1.402805875	0.668	0.85	4.57E-28	12	Ssus11-ENSSSCG00000000576	ENSSSCG00000000576	Suss11
Ssus11-RSU1	7.55E-32	0.430449599	0.567	0.239	1.16E-27	12	Ssus11-RSU1	RSU1	Suss11
Ssus11-CALR.7	9.19E-32	0.560001404	0.966	0.839	1.42E-27	12	Ssus11-CALR	CALR	Suss11
Ssus11-GLIPR2.3	3.78E-31	0.453653821	0.66	0.312	5.82E-27	12	Ssus11-GLIPR2	GLIPR2	Suss11
Ssus11-ALOX5AP.1	4.77E-31	0.369406207	0.382	0.127	7.35E-27	12	Ssus11-ALOX5AP	ALOX5AP	Suss11
Ssus11-ITGA5.2	5.95E-31	0.599712305	0.887	0.625	9.17E-27	12	Ssus11-ITGA5	ITGA5	Suss11
Ssus11-DSC2.2	7.40E-31	0.357814959	0.395	0.134	1.14E-26	12	Ssus11-DSC2	DSC2	Suss11
Ssus11-THOC6.1	7.48E-31	0.486733412	0.529	0.227	1.15E-26	12	Ssus11-THOC6	THOC6	Suss11
Ssus11-VSIG4.3	1.20E-30	0.513164815	0.576	0.257	1.85E-26	12	Ssus11-VSIG4	VSIG4	Suss11
Ssus11-STK17B.1	1.72E-30	0.372670806	0.454	0.168	2.65E-26	12	Ssus11-STK17B	STK17B	Suss11
Ssus11-SMAP2.1	1.82E-30	0.365123714	0.496	0.191	2.81E-26	12	Ssus11-SMAP2	SMAP2	Suss11
Ssus11-HMOX1.6	1.89E-30	0.633919137	0.609	0.293	2.92E-26	12	Ssus11-HMOX1	HMOX1	Suss11
Ssus11-FBLN1.8	2.91E-30	-1.207334917	0.441	0.744	4.48E-26	12	Ssus11-FBLN1	FBLN1	Suss11
Ssus11-YBX3.8	3.25E-30	-1.045063747	0.534	0.764	5.00E-26	12	Ssus11-YBX3	YBX3	Suss11
Ssus11-CDC42EP3	3.42E-30	0.375936413	0.399	0.139	5.27E-26	12	Ssus11-CDC42EP3	CDC42EP3	Suss11
Ssus11-PLA2G10	3.64E-30	0.253929669	0.235	0.057	5.60E-26	12	Ssus11-PLA2G10	PLA2G10	Suss11
Ssus11-NDUFA4.11	4.50E-30	-1.531808259	0.424	0.723	6.93E-26	12	Ssus11-NDUFA4	NDUFA4	Suss11
Ssus11-HSPA5.7	4.87E-30	0.662049921	0.815	0.55	7.50E-26	12	Ssus11-HSPA5	HSPA5	Suss11
Ssus11-LIMA1	4.88E-30	0.333983897	0.349	0.111	7.51E-26	12	Ssus11-LIMA1	LIMA1	Suss11
Ssus11-FABP3.10	5.24E-30	-1.295802718	0.076	0.444	8.08E-26	12	Ssus11-FABP3	FABP3	Suss11
Ssus11-COX4I1.9	5.39E-30	-0.800816261	0.983	0.981	8.30E-26	12	Ssus11-COX4I1	COX4I1	Suss11
Ssus11-COL6A1.9	1.02E-29	0.527705539	1	0.954	1.56E-25	12	Ssus11-COL6A1	COL6A1	Suss11
Ssus11-CTSA.8	1.32E-29	0.53152849	0.803	0.471	2.03E-25	12	Ssus11-CTSA	CTSA	Suss11
Ssus11-BNIP3.2	1.41E-29	0.831090713	0.706	0.42	2.17E-25	12	Ssus11-BNIP3	BNIP3	Suss11
Ssus11-EDNRB.1	1.45E-29	0.545964758	0.525	0.228	2.24E-25	12	Ssus11-EDNRB	EDNRB	Suss11
Ssus11-LPL.9	1.49E-29	-0.961966515	0.118	0.481	2.30E-25	12	Ssus11-LPL	LPL	Suss11
Ssus11-LAMC1.3	1.62E-29	0.575020342	0.84	0.603	2.50E-25	12	Ssus11-LAMC1	LAMC1	Suss11
Ssus11-CTSD.9	1.83E-29	0.537437872	0.996	0.953	2.82E-25	12	Ssus11-CTSD	CTSD	Suss11
Ssus11-GRB14	2.22E-29	0.28684686	0.286	0.081	3.42E-25	12	Ssus11-GRB14	GRB14	Suss11
Ssus11-COX6A2.12	1.43E-28	-1.468568175	0.256	0.582	2.20E-24	12	Ssus11-COX6A2	COX6A2	Suss11
Ssus11-GPR34	1.66E-28	0.324496311	0.433	0.159	2.56E-24	12	Ssus11-GPR34	GPR34	Suss11
Ssus11-SCARF2.4	2.02E-28	0.497136515	0.605	0.29	3.11E-24	12	Ssus11-SCARF2	SCARF2	Suss11
Ssus11-ADAMTS2.2	2.37E-28	0.458736824	0.643	0.32	3.64E-24	12	Ssus11-ADAMTS2	ADAMTS2	Suss11
Ssus11-CLIC4.4	4.16E-28	0.53270514	0.824	0.569	6.41E-24	12	Ssus11-CLIC4	CLIC4	Suss11
Ssus11-C1QA.6	4.99E-28	0.655469622	0.794	0.523	7.69E-24	12	Ssus11-C1QA	C1QA	Suss11
Ssus11-ENSSSCG00000016737.11	5.74E-28	0.41955722	1	0.975	8.84E-24	12	Ssus11-ENSSSCG00000016737	ENSSSCG00000016737	Suss11
Ssus11-TNC.5	7.67E-28	0.710368366	0.845	0.617	1.18E-23	12	Ssus11-TNC	TNC	Suss11
Ssus11-STPG4.5	8.47E-28	0.503652201	0.803	0.492	1.30E-23	12	Ssus11-STPG4	STPG4	Suss11
GRCh38-ELN.6	8.82E-28	1.247680388	0.563	0.255	1.36E-23	12	GRCh38-ELN	ELN	GRCh38
Ssus11-ENSSSCG00000013318.8	9.13E-28	0.514783343	0.903	0.624	1.41E-23	12	Ssus11-ENSSSCG00000013318	ENSSSCG00000013318	Suss11
Ssus11-ND5.9	1.36E-27	-1.181272591	0.286	0.594	2.09E-23	12	Ssus11-ND5	ND5	Suss11
Ssus11-ND4.10	1.39E-27	-1.808944423	0.828	0.922	2.14E-23	12	Ssus11-ND4	ND4	Suss11
Ssus11-ACTR2.6	1.48E-27	0.469440782	0.727	0.381	2.27E-23	12	Ssus11-ACTR2	ACTR2	Suss11
Ssus11-CCND3.5	1.74E-27	0.437850142	0.765	0.408	2.68E-23	12	Ssus11-CCND3	CCND3	Suss11
Ssus11-WWP2	1.81E-27	0.431439858	0.357	0.126	2.79E-23	12	Ssus11-WWP2	WWP2	Suss11
Ssus11-DPYSL3.2	2.52E-27	0.577472667	0.819	0.574	3.88E-23	12	Ssus11-DPYSL3	DPYSL3	Suss11
Ssus11-CXCL14.9	3.70E-27	0.509066941	0.744	0.381	5.70E-23	12	Ssus11-CXCL14	CXCL14	Suss11
Ssus11-FSTL1.8	5.49E-27	0.509299044	0.966	0.866	8.46E-23	12	Ssus11-FSTL1	FSTL1	Suss11
Ssus11-MMP14.4	8.54E-27	0.475335017	0.723	0.388	1.32E-22	12	Ssus11-MMP14	MMP14	Suss11
GRCh38-CKAP4.2	9.85E-27	0.27805623	0.29	0.088	1.52E-22	12	GRCh38-CKAP4	CKAP4	GRCh38
Ssus11-SLCO2B1.4	1.02E-26	0.368940108	0.517	0.221	1.57E-22	12	Ssus11-SLCO2B1	SLCO2B1	Suss11
Ssus11-ND1.11	1.82E-26	-1.485212984	0.664	0.827	2.81E-22	12	Ssus11-ND1	ND1	Suss11
Ssus11-TUBB6.7	1.85E-26	0.521194786	0.668	0.351	2.85E-22	12	Ssus11-TUBB6	TUBB6	Suss11
Ssus11-RPS15.6	1.91E-26	-0.449682283	1	0.997	2.94E-22	12	Ssus11-RPS15	RPS15	Suss11
Ssus11-COX2.11	2.61E-26	-1.3437336	1	1	4.01E-22	12	Ssus11-COX2	COX2	Suss11
Ssus11-AMOTL2.3	2.73E-26	0.377408422	0.437	0.175	4.21E-22	12	Ssus11-AMOTL2	AMOTL2	Suss11
Ssus11-ADAM28	2.81E-26	0.26726491	0.282	0.084	4.33E-22	12	Ssus11-ADAM28	ADAM28	Suss11
Ssus11-SCARA3	3.37E-26	0.36485473	0.429	0.169	5.19E-22	12	Ssus11-SCARA3	SCARA3	Suss11
Ssus11-EMILIN1.6	4.13E-26	0.516872654	0.912	0.669	6.36E-22	12	Ssus11-EMILIN1	EMILIN1	Suss11
Ssus11-FARP1	4.14E-26	0.423319474	0.471	0.201	6.37E-22	12	Ssus11-FARP1	FARP1	Suss11
Ssus11-DENND2B.2	5.94E-26	0.482484809	0.576	0.283	9.15E-22	12	Ssus11-DENND2B	DENND2B	Suss11
Ssus11-CD248.7	6.89E-26	0.392802351	0.571	0.259	1.06E-21	12	Ssus11-CD248	CD248	Suss11
Ssus11-CTTN.3	8.04E-26	0.507553406	0.681	0.374	1.24E-21	12	Ssus11-CTTN	CTTN	Suss11
Ssus11-KDELR2.6	1.43E-25	0.541433931	0.819	0.564	2.20E-21	12	Ssus11-KDELR2	KDELR2	Suss11
Ssus11-SPP1.9	1.50E-25	-2.165678576	0.286	0.593	2.31E-21	12	Ssus11-SPP1	SPP1	Suss11
Ssus11-SERPINH1.7	2.35E-25	0.448583246	1	0.954	3.61E-21	12	Ssus11-SERPINH1	SERPINH1	Suss11
Ssus11-CKB.7	3.47E-25	0.429386475	0.676	0.335	5.35E-21	12	Ssus11-CKB	CKB	Suss11
Ssus11-C1QB.7	3.49E-25	0.656846574	0.937	0.818	5.38E-21	12	Ssus11-C1QB	C1QB	Suss11
Ssus11-PDLIM1.4	3.81E-25	0.387252595	0.567	0.264	5.87E-21	12	Ssus11-PDLIM1	PDLIM1	Suss11
Ssus11-ENSSSCG00000039658	3.86E-25	0.267086367	0.265	0.079	5.94E-21	12	Ssus11-ENSSSCG00000039658	ENSSSCG00000039658	Suss11
Ssus11-ENSSSCG00000035904.5	4.16E-25	-0.444968032	1	0.993	6.40E-21	12	Ssus11-ENSSSCG00000035904	ENSSSCG00000035904	Suss11
Ssus11-RUNX1.2	6.15E-25	0.412752272	0.584	0.28	9.47E-21	12	Ssus11-RUNX1	RUNX1	Suss11
Ssus11-PCSK1N	6.34E-25	0.57774013	0.42	0.173	9.76E-21	12	Ssus11-PCSK1N	PCSK1N	Suss11
GRCh38-MTPN.1	6.94E-25	0.260926557	0.307	0.099	1.07E-20	12	GRCh38-MTPN	MTPN	GRCh38
Ssus11-ATP5MC1.12	9.14E-25	-0.928139568	0.643	0.813	1.41E-20	12	Ssus11-ATP5MC1	ATP5MC1	Suss11
Ssus11-ENSSSCG00000031773	9.66E-25	0.495731741	0.601	0.319	1.49E-20	12	Ssus11-ENSSSCG00000031773	ENSSSCG00000031773	Suss11
Ssus11-ARF4.6	1.30E-24	0.441661274	0.798	0.48	2.01E-20	12	Ssus11-ARF4	ARF4	Suss11
Ssus11-COL12A1.10	1.33E-24	0.516864459	0.874	0.709	2.04E-20	12	Ssus11-COL12A1	COL12A1	Suss11
Ssus11-MAGED1.5	1.44E-24	0.454677683	0.748	0.427	2.23E-20	12	Ssus11-MAGED1	MAGED1	Suss11
Ssus11-ADAM19.4	1.77E-24	0.457094955	0.525	0.25	2.73E-20	12	Ssus11-ADAM19	ADAM19	Suss11
Ssus11-ENSSSCG00000013052	2.96E-24	0.426878063	0.513	0.242	4.56E-20	12	Ssus11-ENSSSCG00000013052	ENSSSCG00000013052	Suss11
Ssus11-ID3.8	3.20E-24	0.469711602	0.987	0.909	4.92E-20	12	Ssus11-ID3	ID3	Suss11
